lhx,lhy,lhz,rhx,rhy,rhz,hx,hy,hz,sx,sy,sz,lwx,lwy,lwz,rwx,rwy,rwz,timestamp,phase
4.923067,5.025,1.472253,4.836274,5.027624,1.471553,5.293965,1.658097,1.759825,5.186932,4.311472,1.731661,4.693569,4.956242,1.514539,5.037683,4.933554,1.497258,5737298,Rest
4.898362,5.039299,1.471712,4.846023,5.029661,1.472398,5.303101,1.652502,1.760635,5.192145,4.30803,1.731725,4.689661,4.95331,1.516946,5.039974,4.934238,1.497461,5737329,Rest
4.873997,5.041154,1.475338,4.848601,5.029314,1.473632,5.307427,1.650272,1.760895,5.194926,4.307214,1.731809,4.659203,4.961412,1.519886,5.024143,4.943624,1.494934,5737360,Rest
4.864406,5.057165,1.474581,4.857115,5.028011,1.474444,5.309677,1.649483,1.761052,5.196112,4.305725,1.731957,4.663136,4.960908,1.520337,5.02009,4.945468,1.49569,5737392,Rest
4.85194,5.054399,1.476686,4.860083,5.02805,1.474803,5.30952,1.649379,1.761134,5.19812,4.304888,1.732081,4.644957,4.9655,1.522019,5.016132,4.948347,1.495367,5737423,Rest
5.03479,5.036334,1.474292,4.865028,5.026669,1.475245,5.309282,1.649915,1.761343,5.198598,4.302545,1.732414,4.745616,4.954926,1.51839,5.015265,4.947457,1.495297,5737485,Rest
5.064969,5.021831,1.475484,4.86362,5.024376,1.47564,5.308565,1.651009,1.761355,5.198465,4.302706,1.732538,4.737819,4.949516,1.519568,5.010846,4.947679,1.494687,5737532,Rest
4.898466,5.072495,1.470706,4.864616,5.021809,1.475865,5.306555,1.651587,1.76129,5.198915,4.303003,1.732645,4.734748,4.948974,1.51973,5.013089,4.942032,1.493829,5737626,Rest
4.932219,5.065933,1.471248,4.865451,5.018354,1.476477,5.303338,1.65271,1.761276,5.198553,4.303644,1.732833,4.752434,4.94476,1.518214,5.013627,4.93901,1.493262,5737657,Rest
4.973913,5.046787,1.479661,4.866527,5.014732,1.477125,5.29978,1.653886,1.761361,5.199218,4.305034,1.733045,4.61479,4.994351,1.52667,5.001212,4.94321,1.491478,5737688,Rest
5.01325,5.047856,1.474861,4.867209,5.012308,1.477469,5.296186,1.654148,1.761584,5.19796,4.30509,1.733278,4.658938,4.980556,1.52256,5.007029,4.93462,1.492503,5737719,Rest
5.022003,5.044357,1.47308,4.864243,5.009567,1.477558,5.286216,1.652784,1.762061,5.196671,4.306595,1.733757,4.667596,4.979203,1.520861,5.005126,4.931793,1.492365,5737750,Rest
4.994594,5.033232,1.475359,4.856682,5.003544,1.47791,5.268955,1.65078,1.763532,5.193509,4.308586,1.734139,4.675132,4.974233,1.519862,5.003768,4.92761,1.492458,5737782,Rest
4.974216,5.02424,1.476338,4.849054,5.000081,1.478184,5.259265,1.649976,1.764026,5.189662,4.309744,1.73448,4.688225,4.964584,1.517588,4.999228,4.925905,1.492517,5737813,Rest
4.966787,5.022187,1.476056,4.848842,4.999503,1.477777,5.249863,1.649616,1.764763,5.183078,4.309567,1.734742,4.693606,4.967979,1.51621,4.997866,4.923332,1.492562,5737844,Rest
4.974304,5.016799,1.475479,4.848703,4.99983,1.477491,5.239861,1.652299,1.764859,5.174237,4.309326,1.734948,4.694589,4.968379,1.515253,4.994023,4.92141,1.492368,5737875,Rest
4.969086,5.016196,1.475225,4.848371,4.999839,1.477158,5.231096,1.651942,1.765313,5.170185,4.308493,1.735177,4.694091,4.968229,1.514753,4.992826,4.920421,1.49218,5737906,Rest
4.967602,5.017164,1.474784,4.848629,4.999662,1.476596,5.221795,1.652071,1.766025,5.165475,4.307522,1.735328,4.694245,4.96779,1.513894,4.992325,4.920073,1.491894,5737938,Rest
4.967413,5.016787,1.474605,4.845029,4.998376,1.476133,5.213175,1.650093,1.767046,5.161978,4.306512,1.735428,4.693485,4.966465,1.513708,4.991964,4.920357,1.491487,5737969,Rest
4.949576,5.013419,1.474056,4.840232,4.996459,1.475462,5.204335,1.648593,1.767658,5.1587,4.306158,1.735407,4.692053,4.965092,1.512872,4.98243,4.921153,1.491139,5738000,Rest
4.94247,5.021129,1.471577,4.839927,4.99683,1.474815,5.179086,1.643909,1.76935,5.151527,4.30424,1.735186,4.682255,4.965116,1.510986,4.985198,4.922875,1.490605,5738062,Rest
4.942941,5.030069,1.469402,4.843576,4.996418,1.474028,5.166819,1.642106,1.770123,5.146714,4.305556,1.734822,4.678134,4.963392,1.51061,4.991133,4.923964,1.490338,5738156,Rest
4.887029,5.022526,1.461518,4.889222,4.989613,1.471472,5.15654,1.639,1.770696,5.137306,4.302262,1.734321,4.669953,4.966277,1.507076,5.012404,4.924564,1.489079,5738203,Rest
4.885544,5.018777,1.460276,4.894282,4.987894,1.471046,5.150897,1.638007,1.77078,5.133459,4.301322,1.734004,4.671915,4.9667,1.506679,5.015239,4.923855,1.489316,5738218,Rest
4.721084,4.990695,1.486524,4.934953,4.965384,1.468114,5.14664,1.63707,1.77067,5.125854,4.297233,1.733479,4.404891,4.953187,1.545063,5.060817,4.90831,1.487991,5738281,Rest
5.05388,4.952488,1.459376,4.945279,4.950228,1.465621,5.143574,1.638374,1.769606,5.127463,4.299071,1.732753,4.415775,4.938954,1.544505,5.312369,4.843931,1.499099,5738312,Rest
5.065739,4.937961,1.459183,4.895631,4.908459,1.467498,5.143998,1.639453,1.76888,5.126612,4.300385,1.7323,4.955906,4.797553,1.49242,5.29411,4.834813,1.499223,5738343,Rest
5.076038,4.928624,1.458429,4.87695,4.891098,1.469285,5.146527,1.640387,1.76788,5.125924,4.299561,1.732042,4.956771,4.795532,1.492464,5.307845,4.827173,1.499499,5738374,Rest
5.201941,4.949166,1.457466,4.883411,4.882457,1.466424,5.148523,1.642316,1.766897,5.126853,4.299584,1.731588,4.956823,4.794819,1.492546,5.311813,4.826307,1.4984,5738406,Rest
5.216953,4.951746,1.457119,4.888244,4.877032,1.466994,5.15043,1.643473,1.765423,5.12856,4.299464,1.731059,4.971113,4.787503,1.494521,5.314149,4.828161,1.496789,5738452,Rest
5.23051,4.955739,1.456835,4.891925,4.87655,1.466934,5.154901,1.643898,1.764406,5.130918,4.299445,1.730386,4.968797,4.788377,1.494108,5.312487,4.829919,1.494686,5738484,Rest
5.205856,4.949844,1.45592,4.892325,4.878897,1.46623,5.159165,1.643544,1.763458,5.133511,4.298016,1.729607,4.869698,4.827245,1.480208,5.325576,4.838201,1.494995,5738515,Rest
5.220419,4.961824,1.455603,4.893462,4.879412,1.465667,5.172225,1.644136,1.76164,5.141339,4.302719,1.728265,4.860558,4.835359,1.479888,5.201342,4.900232,1.481705,5738546,Rest
5.225174,4.966274,1.455538,5.034565,4.923525,1.46196,5.176868,1.642848,1.760531,5.146395,4.305263,1.727034,4.856688,4.838378,1.479944,5.190993,4.911653,1.479714,5738577,Rest
5.233721,4.972151,1.455869,5.051926,4.931469,1.460643,5.184408,1.640725,1.760541,5.151452,4.306187,1.725989,4.857607,4.838267,1.479694,5.187048,4.9218,1.47796,5738640,Rest
5.234943,4.973295,1.455835,5.061672,4.93841,1.459325,5.195824,1.638697,1.7602,5.161364,4.309977,1.724733,4.764343,4.892461,1.495612,5.178026,4.930837,1.475982,5738671,Rest
5.252405,4.982212,1.453779,5.071554,4.944173,1.458148,5.214715,1.639468,1.759916,5.17453,4.318478,1.722542,4.784181,4.895624,1.490368,5.235979,4.921968,1.477254,5738733,Rest
5.292522,5.006866,1.451771,5.095642,4.946527,1.457696,5.218947,1.64045,1.759696,5.18756,4.322894,1.721037,4.791788,4.893909,1.489252,5.235467,4.922027,1.476946,5738780,Rest
5.295891,5.003728,1.451824,5.104418,4.946671,1.457683,5.22541,1.642087,1.759061,5.200696,4.325457,1.719869,4.824826,4.918562,1.49,5.22015,4.926477,1.474874,5738811,Rest
5.53182,4.931876,1.443237,5.118382,4.944486,1.457079,5.229176,1.641558,1.758787,5.208747,4.328039,1.718969,5.136519,4.905838,1.477873,5.263149,4.919209,1.475496,5738842,Rest
5.324125,4.965389,1.453792,5.11776,4.944076,1.456742,5.237259,1.641795,1.75818,5.211638,4.32779,1.718551,4.704635,4.999854,1.51176,5.257589,4.918807,1.474913,5738874,Rest
5.309798,4.967689,1.451868,5.12238,4.941894,1.456297,5.247397,1.643851,1.757654,5.215878,4.327276,1.718035,4.740211,4.971632,1.504625,5.257794,4.918239,1.47493,5738905,Rest
4.929328,4.8299,1.463628,5.125135,4.941284,1.45614,5.264456,1.644449,1.757103,5.226755,4.327174,1.717291,4.735958,4.975601,1.505351,5.292658,4.905654,1.47569,5738936,Rest
4.733497,4.936966,1.497475,5.118956,4.93878,1.455375,5.272729,1.644272,1.75701,5.230703,4.325638,1.717052,4.53925,5.087414,1.538352,5.287201,4.904311,1.474998,5738952,Rest
4.945409,4.843444,1.46287,5.09439,4.923336,1.454946,5.280329,1.643936,1.756976,5.240292,4.323281,1.716711,4.751175,4.993882,1.503744,5.315174,4.891847,1.4765,5738983,Rest
4.716977,4.951661,1.503699,5.096129,4.923492,1.454945,5.289673,1.644377,1.756883,5.242374,4.322923,1.716562,4.522756,5.102089,1.54457,5.321909,4.890088,1.476321,5739014,Rest
4.706289,4.967293,1.498067,5.115569,4.926726,1.456379,5.304547,1.645367,1.756273,5.250554,4.323929,1.71629,4.512078,5.117712,1.538936,5.30691,4.890364,1.475828,5739092,Rest
5.09969,4.724044,1.431048,5.121537,4.928679,1.457152,5.308374,1.645638,1.755872,5.253368,4.3242,1.716276,4.905475,4.874468,1.471918,5.254522,4.909839,1.471211,5739123,Rest
5.36277,4.998147,1.456012,5.127594,4.930296,1.457883,5.311871,1.646213,1.755722,5.255022,4.323431,1.716305,4.913595,4.936565,1.48492,5.256602,4.910428,1.471466,5739154,Rest
5.361235,5.002855,1.455478,5.134674,4.933775,1.458271,5.317185,1.646713,1.755317,5.256794,4.323152,1.716456,4.860581,4.91405,1.487935,5.256955,4.910488,1.47156,5739186,Rest
5.303611,4.98734,1.450088,5.003176,4.919613,1.455793,5.320808,1.646895,1.755007,5.260184,4.321094,1.716872,4.815071,4.930699,1.490994,5.339054,4.89901,1.484058,5739217,Rest
5.285988,4.981534,1.449576,4.985294,4.908243,1.456952,5.323543,1.647218,1.754769,5.258995,4.319626,1.717162,4.800666,4.915223,1.491971,5.31811,4.88936,1.481962,5739248,Rest
5.115796,4.884458,1.450167,5.017549,4.899155,1.455104,5.325514,1.647491,1.754597,5.259049,4.318545,1.717543,4.801043,4.913294,1.49234,5.322783,4.868122,1.481231,5739279,Rest
5.108153,4.878155,1.450176,4.998565,4.868453,1.454815,5.326117,1.647502,1.754571,5.259391,4.318068,1.717789,5.054972,4.850052,1.463226,5.35179,4.835041,1.486053,5739310,Rest
5.102316,4.86918,1.450081,4.955406,4.830057,1.458407,5.326395,1.647796,1.754528,5.258772,4.316928,1.718165,5.040859,4.840578,1.464615,5.354183,4.823811,1.487746,5739342,Rest
5.090841,4.849159,1.449227,4.92593,4.799898,1.460744,5.326639,1.648695,1.754473,5.258615,4.316737,1.718471,4.794001,4.751154,1.482394,5.353815,4.806195,1.489782,5739373,Rest
5.079741,4.811604,1.450416,4.917637,4.788671,1.461127,5.326978,1.649858,1.754332,5.255123,4.312184,1.71937,4.946311,4.699521,1.47667,5.356542,4.778335,1.488104,5739435,Preparation
5.075417,4.778676,1.44987,4.903904,4.762225,1.461373,5.325508,1.649891,1.754194,5.251557,4.309083,1.720273,4.941324,4.69592,1.477332,5.362274,4.734887,1.487019,5739466,Preparation
5.133605,4.727971,1.446467,4.872287,4.713289,1.462512,5.318737,1.652076,1.754158,5.246943,4.306715,1.721286,4.934717,4.683399,1.477229,5.282099,4.673568,1.478284,5739498,Preparation
5.193806,4.663368,1.436375,4.859108,4.698724,1.461873,5.308731,1.652412,1.753907,5.242562,4.307092,1.722458,4.917677,4.630102,1.476687,5.22737,4.652914,1.469861,5739529,Preparation
5.315894,4.518783,1.431635,4.838916,4.685686,1.459544,5.301011,1.652423,1.753592,5.240977,4.306253,1.723469,4.785488,4.622912,1.460654,5.22826,4.608637,1.467106,5739560,Preparation
4.655095,4.652748,1.463438,4.926964,4.567054,1.44997,5.286073,1.650915,1.754321,5.234653,4.30279,1.724868,4.47602,4.498468,1.508941,5.302411,4.417056,1.419345,5739607,Preparation
4.648739,4.60043,1.455962,4.788591,4.599602,1.407062,5.278796,1.649886,1.754774,5.227214,4.291367,1.726806,4.465072,4.478096,1.510201,5.330492,4.322325,1.405543,5739638,Preparation
4.615174,4.439751,1.439721,5.346476,4.089063,1.376871,5.261134,1.648968,1.754821,5.221245,4.285176,1.72811,4.416563,4.447662,1.510653,5.595111,4.163563,1.446045,5739700,Preparation
4.585205,4.378583,1.445533,5.541566,4.058249,1.439474,5.229693,1.649349,1.756937,5.214309,4.284892,1.728902,4.444861,4.397341,1.503373,5.434414,3.962929,1.375601,5739747,Preparation
4.565621,4.19262,1.461709,5.538237,3.899238,1.435931,5.213927,1.650521,1.757893,5.205039,4.285615,1.729807,4.596704,4.143289,1.456622,5.556828,3.870403,1.436691,5739763,Preparation
4.599728,3.962959,1.431185,5.531367,3.801907,1.423526,5.194271,1.654401,1.7584,5.19425,4.288394,1.730758,4.578493,4.052418,1.454006,5.52705,3.837735,1.428944,5739778,Preparation
4.619692,3.69584,1.389174,5.502836,3.646983,1.398324,5.180662,1.656295,1.75912,5.185795,4.288965,1.731916,4.539871,3.961423,1.455338,5.390154,3.712161,1.394678,5739810,Preparation
4.757312,3.208768,1.34734,5.42447,3.288341,1.326572,5.148516,1.620591,1.759254,5.168694,4.299912,1.733281,4.77015,3.282772,1.360267,5.50056,3.450157,1.384896,5739903,Preparation
5.654324,3.271593,1.372479,5.040525,2.999005,1.315854,5.124908,1.587416,1.766804,5.148772,4.292098,1.731756,5.573434,3.48286,1.417643,5.225507,3.193263,1.350619,5739950,Preparation
5.151592,2.770617,1.284015,5.095093,3.022659,1.324571,5.123482,1.581772,1.769903,5.128462,4.281455,1.728844,5.070698,2.981894,1.32918,5.273657,3.185243,1.36043,5739966,Stroke
4.815081,2.76099,1.303965,5.081976,2.888004,1.31428,5.130522,1.743176,1.772113,5.098732,4.35413,1.727652,4.73419,2.97226,1.349129,5.340488,3.135063,1.364089,5739981,Stroke
5.164845,2.650915,1.272145,5.280283,2.814941,1.307472,5.097983,1.712111,1.766825,5.066195,4.30208,1.729502,5.08396,2.86217,1.317306,5.339556,2.999118,1.33626,5740012,Stroke
4.550972,2.736809,1.331812,5.383451,2.788919,1.3086,5.102313,1.661008,1.760584,5.026969,4.018155,1.733143,4.442663,2.969018,1.356852,5.502883,2.919347,1.336663,5740059,Stroke
4.496187,2.699979,1.331156,5.520952,2.676808,1.300966,5.034212,1.645424,1.75147,5.037782,3.992892,1.735581,4.347365,2.908406,1.353658,5.657278,2.91077,1.337443,5740137,Stroke
4.323781,2.544132,1.298961,5.705911,2.649937,1.293978,5.028882,1.643501,1.752141,5.06674,4.135561,1.73075,4.14299,2.867811,1.343457,5.887218,2.959516,1.342245,5740215,Stroke
4.293539,2.463175,1.299119,5.750883,2.54364,1.270909,5.03841,1.648767,1.756571,5.058756,4.281671,1.725864,4.114164,2.79512,1.341377,5.879445,2.868837,1.321791,5740246,Stroke
4.055007,2.678308,1.340796,6.030822,2.902822,1.329562,5.040561,1.648567,1.757931,5.063382,4.304749,1.725796,4.015299,2.779009,1.336542,5.941061,2.85471,1.315103,5740278,Stroke
3.893197,2.856574,1.353375,6.037038,2.901697,1.32822,5.041203,1.64971,1.758039,5.065258,4.319723,1.725616,3.883492,2.819111,1.32468,5.966111,2.849703,1.313559,5740309,Stroke
3.8211,2.993472,1.337569,5.936943,2.615405,1.241629,5.039749,1.650594,1.757611,5.064776,4.338023,1.724709,3.858004,2.893119,1.314751,5.994983,2.882606,1.308597,5740340,Stroke
3.811616,3.068448,1.33089,5.951498,2.64572,1.238679,5.037254,1.652281,1.756857,5.061971,4.350583,1.723969,3.839761,2.97364,1.304706,6.012628,2.944293,1.299993,5740371,Stroke
3.80886,3.156093,1.32071,6.006555,2.889427,1.262439,5.035803,1.653857,1.755951,5.060474,4.35935,1.723412,3.807733,3.114079,1.284532,6.068205,3.197978,1.321728,5740402,Stroke
3.79634,3.284949,1.296811,6.068859,3.308619,1.292119,5.035645,1.656147,1.755066,5.057615,4.369874,1.722805,3.775985,3.201276,1.245345,6.069781,3.280831,1.306626,5740434,Stroke
3.788794,3.494002,1.287996,6.056591,3.38074,1.274725,5.03391,1.657894,1.75402,5.056475,4.374193,1.722503,3.766807,3.531621,1.273553,6.054241,3.461008,1.270681,5740465,Stroke
3.787919,3.735846,1.286879,6.063321,3.647447,1.28211,5.031189,1.661671,1.752244,5.054486,4.380938,1.722021,3.788035,3.861201,1.340844,6.084356,3.630582,1.290211,5740496,Stroke
3.805258,3.966964,1.308178,6.059573,3.801333,1.279441,5.027678,1.665011,1.751262,5.053766,4.38557,1.721547,3.819887,3.972131,1.33681,6.118782,4.057321,1.33001,5740527,Stroke
3.817384,4.132122,1.290012,6.050909,3.972595,1.27009,5.026375,1.668039,1.750396,5.049733,4.390934,1.720981,3.848581,4.098561,1.353221,6.106486,4.137954,1.331645,5740558,Stroke
3.841264,4.261757,1.331405,6.031175,4.121351,1.263935,5.024243,1.670801,1.749482,5.045862,4.396561,1.720595,3.862988,4.309912,1.358751,6.076652,4.330315,1.345429,5740590,Stroke
3.840462,4.348364,1.325664,6.02108,4.196014,1.269419,5.021654,1.67277,1.748612,5.043994,4.398916,1.720472,3.87914,4.346822,1.360762,6.038785,4.318472,1.318114,5740668,Stroke
3.838171,4.409518,1.32103,6.006917,4.262556,1.279065,5.018374,1.675766,1.747463,5.042103,4.401904,1.720382,3.894142,4.383134,1.364129,6.041542,4.422467,1.321009,5740699,Stroke
3.836762,4.418261,1.321937,5.999197,4.288271,1.27723,5.017235,1.677375,1.746626,5.040226,4.405207,1.720376,3.913882,4.408088,1.366594,5.995298,4.188709,1.335857,5740761,Stroke
3.835422,4.422683,1.322642,5.99567,4.289105,1.275057,5.016372,1.678855,1.745981,5.038524,4.406817,1.72052,3.908926,4.412908,1.367433,6.025063,4.426085,1.31361,5740792,Stroke
3.812445,4.26373,1.330226,5.995151,4.144488,1.270074,5.014445,1.682296,1.745082,5.037182,4.408298,1.720691,3.830301,4.220466,1.357795,6.041289,4.298961,1.342491,5740824,Stroke
3.792031,4.16555,1.331434,6.009369,4.016256,1.273975,5.014657,1.683576,1.744896,5.036538,4.409432,1.720853,3.785564,4.208818,1.356712,6.061022,4.173242,1.33931,5740855,Stroke
3.786088,3.688659,1.305959,5.993934,3.595868,1.275765,5.014723,1.684232,1.744664,5.03664,4.409321,1.720985,3.781051,3.638755,1.272738,6.011931,3.573671,1.275741,5740886,Stroke
3.792444,3.597817,1.306019,5.975673,3.455973,1.274274,5.01518,1.684572,1.744429,5.03652,4.407696,1.721231,3.761592,3.472549,1.291957,5.98045,3.46395,1.281844,5740917,Stroke
3.811853,3.466085,1.312797,5.955449,3.34683,1.281243,5.015748,1.684749,1.744367,5.036954,4.406023,1.721338,3.804619,3.42432,1.295669,5.954614,3.333685,1.297484,5740948,Stroke
3.845222,3.343653,1.32632,5.925992,3.271323,1.290003,5.01701,1.684802,1.744262,5.037971,4.405745,1.721333,3.889782,3.265094,1.303818,5.923988,3.289666,1.300609,5740980,Stroke
3.980156,3.271238,1.349894,5.851675,3.191045,1.301388,5.018018,1.684998,1.744287,5.038363,4.400708,1.721202,4.097073,3.086605,1.311229,5.86235,3.236864,1.305619,5741011,Stroke
4.100451,3.19892,1.339356,5.722929,3.070899,1.29572,5.014921,1.684731,1.743826,5.033906,4.38087,1.720873,4.128698,3.124595,1.314417,5.68569,3.081552,1.284471,5741042,Stroke
4.462698,3.030273,1.314544,5.359393,2.932739,1.278999,5.027286,1.681819,1.744716,5.013075,4.464766,1.712001,4.55909,3.051974,1.322333,5.325505,2.99142,1.305689,5741214,Stroke
4.620217,2.861925,1.272531,5.178946,2.956815,1.299587,5.04366,1.683364,1.751596,5.024634,4.547862,1.707644,4.604794,3.051352,1.323793,5.146614,2.946743,1.336045,5741229,Stroke
5.002966,2.827957,1.26234,4.85223,2.938003,1.277969,5.055176,1.815505,1.7618,5.043427,4.822887,1.698297,4.746787,3.009271,1.321621,5.100895,2.941198,1.341252,5741276,Hold
5.226883,2.676328,1.191626,4.851669,2.939174,1.278189,5.05591,1.922446,1.763671,5.020674,4.737396,1.701586,4.902349,2.943642,1.281986,4.830198,2.990104,1.292776,5741292,Hold
5.228917,2.64669,1.18329,4.851607,2.940228,1.27843,5.059772,1.962467,1.764225,5.041726,4.641425,1.705429,5.001919,2.833664,1.246492,4.830758,2.989759,1.292613,5741323,Hold
5.249609,2.638544,1.186601,4.848678,2.948996,1.281825,5.062327,1.965343,1.764668,5.0455,4.625183,1.706489,5.022616,2.825514,1.249802,4.802629,2.974609,1.286079,5741354,Hold
5.251604,2.668017,1.199214,4.847477,2.947418,1.283436,5.065239,1.963515,1.765447,5.024161,4.441778,1.720442,4.927069,2.935332,1.289574,4.830798,2.976785,1.291509,5741385,Hold
5.268681,2.660223,1.204159,4.845424,2.95119,1.289903,5.07413,1.96089,1.766833,5.029229,4.441665,1.720455,4.944146,2.927537,1.294518,4.82935,2.969501,1.292017,5741416,Hold
5.271141,2.658175,1.207892,4.84219,2.951129,1.294857,5.087873,1.891833,1.769004,5.02881,4.43657,1.721813,4.946606,2.925489,1.298252,4.834929,2.962471,1.294678,5741479,Hold
5.278286,2.656417,1.209606,4.84066,2.952368,1.297399,5.086255,1.895492,1.769503,5.026019,4.4333,1.722498,4.953752,2.923731,1.299965,4.846691,2.971112,1.299879,5741510,Hold
5.286049,2.65654,1.212288,4.83889,2.950603,1.299446,5.084266,1.884146,1.770322,5.020708,4.431666,1.723726,4.961514,2.923854,1.302647,5.206004,3.097679,1.379043,5741557,Hold
5.2871,2.654214,1.213518,4.836028,2.937757,1.300901,5.084246,1.871575,1.771369,5.018194,4.428812,1.724784,4.962565,2.921528,1.303878,4.832243,2.927036,1.312263,5741588,Preparation
5.306896,2.624166,1.222552,4.822384,2.903186,1.308118,5.102125,1.667325,1.7686,5.02761,4.342342,1.728462,4.982361,2.89148,1.312912,4.825167,2.907167,1.315227,5741619,Preparation
5.444775,2.588009,1.241802,4.810248,2.817966,1.317741,5.084252,1.671589,1.76798,5.020473,4.306335,1.730217,5.12024,2.855323,1.332161,5.227582,2.862088,1.340389,5741650,Preparation
5.488883,2.483557,1.257802,5.174129,2.615433,1.326317,5.080758,1.670586,1.767151,5.017544,4.244529,1.732261,5.164349,2.750871,1.348161,5.304637,2.864731,1.356381,5741682,Preparation
5.133299,2.464199,1.33262,5.367706,2.863446,1.374886,5.078245,1.65662,1.765095,5.004713,4.16032,1.735368,4.710481,2.529502,1.344079,5.325126,2.887471,1.362617,5741713,Preparation
4.516047,2.736335,1.372321,5.397069,2.820654,1.379389,5.070369,1.65352,1.760992,5.001764,4.13483,1.736649,4.385852,3.001136,1.396554,5.371235,2.887454,1.367979,5741760,Preparation
4.401277,2.91674,1.401224,5.423924,2.793901,1.385397,5.057993,1.647361,1.757693,5.003932,4.124868,1.737549,4.378132,2.999203,1.397279,5.414838,2.892009,1.375505,5741791,Preparation
4.399865,2.886489,1.408274,5.434349,2.763189,1.394929,5.053943,1.647928,1.757239,5.004476,4.123144,1.737655,4.43022,2.871491,1.381318,5.425482,2.873783,1.384284,5741838,Preparation
4.4242,2.849155,1.42418,5.424315,2.75793,1.416697,5.053841,1.647448,1.757305,5.00295,4.11969,1.737601,4.472714,2.72284,1.38198,5.344032,2.832246,1.397542,5741869,Preparation
4.462199,2.775772,1.429332,5.017311,2.048069,1.415872,5.051808,1.646656,1.757595,5.002757,4.123143,1.737247,4.558278,2.575297,1.316728,5.119056,2.342629,1.429319,5741900,Preparation
4.842263,2.087241,1.353813,5.17671,2.350914,1.440905,5.047986,1.650084,1.758364,5.005073,4.159594,1.735203,4.759555,2.374521,1.375955,5.27845,2.645458,1.454351,5741931,Stroke
5.026954,2.135188,1.374637,4.825959,1.827619,1.444706,5.045042,1.648834,1.759257,5.011118,4.186673,1.733702,4.955417,2.422638,1.398192,4.927692,2.122146,1.458151,5741962,Stroke
6.212834,3.614549,1.544688,5.06116,2.129384,1.459318,5.039517,1.648331,1.759957,5.018127,4.220676,1.732576,5.768171,3.509903,1.52991,5.162888,2.423894,1.472763,5741994,Stroke
5.858811,3.181288,1.501882,5.146227,2.423848,1.474849,5.032881,1.665164,1.76122,5.008687,4.267531,1.731316,5.784666,3.467362,1.525764,5.24795,2.718343,1.488293,5742025,Stroke
5.861013,3.19202,1.498033,5.151756,2.445708,1.450782,5.031661,1.672869,1.761742,5.010002,4.278814,1.731134,5.786872,3.478079,1.521913,5.253473,2.740187,1.464225,5742056,Stroke
5.757003,3.101361,1.454794,5.131493,2.439338,1.437956,5.030147,1.67408,1.762026,4.992756,4.279245,1.73098,5.682866,3.387405,1.478672,5.233204,2.733802,1.451399,5742087,Stroke
5.755582,3.099685,1.453528,5.281861,2.731907,1.450112,5.033238,1.657352,1.762921,4.998438,4.268808,1.731789,5.68145,3.38571,1.477405,5.383567,3.026352,1.463554,5742134,Stroke
5.477707,2.686731,1.436541,5.025039,2.570451,1.446529,5.042394,1.638353,1.763458,4.998752,4.243246,1.733054,5.403579,2.972741,1.460416,5.126739,2.864879,1.45997,5742150,Stroke
6.134468,3.456585,1.521057,5.275262,2.625604,1.485547,5.02553,1.624067,1.761676,4.997193,4.23474,1.733966,5.766689,3.359929,1.508208,5.37695,2.919999,1.498987,5742212,Stroke
6.108735,3.466033,1.514931,5.212348,2.504369,1.475215,5.003033,1.630467,1.758305,4.994372,4.23348,1.734071,5.773671,3.361302,1.508639,5.31403,2.798748,1.488654,5742259,Stroke
6.172693,3.745236,1.532012,5.139235,2.383538,1.443347,4.9991,1.633475,1.757934,4.994166,4.233293,1.734105,5.727806,3.623452,1.524522,5.240912,2.677902,1.456786,5742290,Stroke
6.201849,3.70071,1.534332,5.320178,2.67736,1.445127,5.005533,1.633575,1.758994,4.994174,4.231605,1.734324,5.757232,3.578649,1.526391,5.421849,2.971708,1.458564,5742321,Stroke
6.19508,3.694389,1.532602,5.278849,2.729119,1.443801,5.015813,1.626535,1.760504,4.992341,4.221912,1.73516,5.75071,3.57094,1.524971,5.380515,3.023451,1.457237,5742415,Stroke
6.174792,3.71026,1.535857,5.249361,2.725085,1.454504,5.018244,1.623831,1.761035,4.992133,4.219097,1.735453,5.730237,3.589203,1.527197,5.351021,3.0194,1.46794,5742446,Stroke
5.864099,3.114121,1.498695,5.181001,2.547232,1.495117,5.018188,1.624045,1.761081,4.991791,4.219323,1.735485,5.790003,3.400005,1.52256,5.282656,2.841532,1.508552,5742462,Stroke
6.143352,3.679738,1.546018,4.78199,2.78465,1.48266,5.001339,1.623982,1.759067,4.99017,4.218464,1.735531,5.709687,3.548947,1.527045,4.88364,3.078935,1.496094,5742493,Stroke
6.171766,3.673885,1.540934,5.183923,2.342675,1.46296,4.993442,1.630638,1.758757,4.989823,4.219677,1.735554,5.724627,3.570819,1.528909,5.285569,2.636946,1.476394,5742524,Stroke
6.181494,3.700952,1.536516,5.249799,2.498655,1.437667,4.990204,1.633147,1.758521,4.990073,4.219928,1.735618,5.734501,3.589799,1.527543,5.351439,2.792911,1.4511,5742555,Stroke
6.191806,3.743356,1.533217,5.290649,2.69353,1.426411,4.997309,1.629018,1.760122,4.99182,4.218087,1.735873,5.749633,3.611978,1.525748,5.392283,2.98777,1.439844,5742586,Stroke
6.17716,3.74684,1.532543,5.135985,2.57178,1.425644,5.00188,1.626622,1.761071,4.99066,4.212069,1.736383,5.737041,3.608974,1.524898,5.237614,2.866003,1.439076,5742618,Stroke
